transaction_id,ingestion_event_id,simulation_run_id,outlet_provider_account_id,provider_id,outlet_id,synthetic_transaction_ref,synthetic_party_ref,transaction_type,status,amount,currency_code,occurred_at,received_at,created_at
ef4a64da-85b9-5c40-aba9-3a0a23d34fa6,2cbbeb04-3453-552f-b6f3-6a81e0fe1df9,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000001,PARTY-SYN-000038,payment,completed,1498.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,2026-06-26T01:02:00Z
5f995657-0652-5b49-a9bc-bb10c6212922,e6c55cbd-2466-5f21-99e2-0e6777e1f7ff,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000002,PARTY-SYN-000075,cash_in,completed,500.75,BDT,2026-06-26T03:07:00Z,2026-06-26T03:09:00Z,2026-06-26T03:09:00Z
c0e64473-918d-5d2b-8f6c-86fdc61935ea,e0b8061f-66a8-59d5-93a7-eb8308efa1c7,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000003,PARTY-SYN-000112,adjustment,completed,7486.75,BDT,2026-06-26T05:14:00Z,2026-06-26T05:16:00Z,2026-06-26T05:16:00Z
40bdcc9c-47df-5ebe-8627-8ecd5ac83992,afaad807-09ec-5337-8fff-dcc79a8bfc4c,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000004,PARTY-SYN-000149,adjustment,completed,500.25,BDT,2026-06-26T07:21:00Z,2026-06-26T07:23:00Z,2026-06-26T07:23:00Z
e80d9987-3624-5362-9948-d02baa38424b,3000f7c8-d403-5f72-8c9a-791155620c75,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000005,PARTY-SYN-000186,cash_in,completed,2000.50,BDT,2026-06-26T09:28:00Z,2026-06-26T09:30:00Z,2026-06-26T09:30:00Z
c6ef492b-1fc7-5f8e-8547-385c8eebb1d4,c89e4005-8d67-5d70-9dc8-701d89730c42,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000006,PARTY-SYN-000223,refund,completed,500.75,BDT,2026-06-26T11:35:00Z,2026-06-26T11:37:00Z,2026-06-26T11:37:00Z
24af0f0d-186b-5a39-a1d7-890947ff9d05,8034cb99-3de1-5857-97ad-9a31d30b72c5,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000007,PARTY-SYN-000260,cash_in,reversed,23908.25,BDT,2026-06-26T13:42:00Z,2026-06-26T13:44:00Z,2026-06-26T13:44:00Z
8d5e8009-afe1-54d7-9ed5-b95669991784,2a2f542c-6319-5381-ae16-850ebfea66b4,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000008,PARTY-SYN-000297,cash_out,completed,1500.25,BDT,2026-06-26T14:49:00Z,2026-06-26T14:51:00Z,2026-06-26T14:51:00Z
b6eba9cf-9ce4-5e86-95ab-3e2790b26dac,e2498d32-21c0-5f86-aadb-3b39d7f87263,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000009,PARTY-SYN-000334,cash_out,completed,1500.50,BDT,2026-06-26T15:56:00Z,2026-06-26T15:58:00Z,2026-06-26T15:58:00Z
a3045fa8-c511-56ba-afd4-5fb9e6179d4b,5f535d33-67e0-5773-a465-2ce8c5599f14,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000010,PARTY-SYN-000371,cash_in,completed,1500.00,BDT,2026-06-26T01:03:00Z,2026-06-26T01:05:00Z,2026-06-26T01:05:00Z
e758fff2-5551-51f3-9b88-f25a3f3393dc,243aaf85-76f7-59ee-849a-0b3f927c63fa,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000011,PARTY-SYN-000408,cash_in,completed,22419.75,BDT,2026-06-26T03:10:00Z,2026-06-26T03:12:00Z,2026-06-26T03:12:00Z
2203c841-18c9-5469-a072-d0bba4194172,66bd26df-632c-53fb-b3d1-ee3965b0c7d2,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000012,PARTY-SYN-000445,cash_out,completed,14793.50,BDT,2026-06-26T05:17:00Z,2026-06-26T05:19:00Z,2026-06-26T05:19:00Z
859deb63-76ba-517f-8420-21d3855566ae,caaebe74-5c58-509f-957c-c64b25872b95,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000013,PARTY-SYN-000482,payment,completed,1000.50,BDT,2026-06-26T07:24:00Z,2026-06-26T07:26:00Z,2026-06-26T07:26:00Z
bb0ac970-4292-5cdf-9c72-2d3698fae1fe,3be11469-81e9-5346-b903-7944cb4cfdb4,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000014,PARTY-SYN-000519,payment,completed,2000.75,BDT,2026-06-26T09:31:00Z,2026-06-26T09:33:00Z,2026-06-26T09:33:00Z
0f1099bd-1901-5255-8423-32514624fe71,364eb1d6-73ad-5af7-9fdf-7db6937f0512,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000015,PARTY-SYN-000556,refund,completed,8646.50,BDT,2026-06-26T11:38:00Z,2026-06-26T11:40:00Z,2026-06-26T11:40:00Z
ccc32015-e610-53cf-bde7-656b5f547529,1d957d42-7ed9-55f9-b8c8-39ace3472748,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000016,PARTY-SYN-000593,cash_out,completed,2000.00,BDT,2026-06-26T13:45:00Z,2026-06-26T13:47:00Z,2026-06-26T13:47:00Z
69eb4f3d-8d9d-5c31-a556-f045f12ff6b8,e1c6422a-2eb8-5ddd-8a60-cce6fb5d05fa,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000017,PARTY-SYN-000630,payment,completed,20290.25,BDT,2026-06-26T14:52:00Z,2026-06-26T14:54:00Z,2026-06-26T14:54:00Z
672bf3f8-80f7-5c5b-a8f4-a309d158645e,b816cfec-396e-51fa-b324-ad0aa9fa5075,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000018,PARTY-SYN-000667,cash_in,completed,1000.25,BDT,2026-06-26T15:59:00Z,2026-06-26T16:01:00Z,2026-06-26T16:01:00Z
1597179f-29e3-5c91-99f2-3931c4d6cc73,b3953a97-371d-5b51-ad57-62c7cc6f4e6c,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000019,PARTY-SYN-000704,cash_out,completed,6533.25,BDT,2026-06-26T01:06:00Z,2026-06-26T01:08:00Z,2026-06-26T01:08:00Z
2bd70e92-54dc-5425-95d4-4b14410157c1,da241be4-7590-5569-bbee-aa72fd69df52,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000020,PARTY-SYN-000741,cash_in,completed,20494.75,BDT,2026-06-26T03:13:00Z,2026-06-26T03:15:00Z,2026-06-26T03:15:00Z
6e0fc378-940f-50e5-9a35-0d098e9fad31,2232fe1d-4a37-55ea-a8a2-7362f64c3273,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000021,PARTY-SYN-000778,cash_in,completed,5000.00,BDT,2026-06-26T05:20:00Z,2026-06-26T05:22:00Z,2026-06-26T05:22:00Z
f8e69647-ee24-5257-8266-fdcf859f9999,5bbd611d-da0d-5396-a93f-341aab6e8778,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000022,PARTY-SYN-000815,cash_out,pending,10183.75,BDT,2026-06-26T07:27:00Z,2026-06-26T07:29:00Z,2026-06-26T07:29:00Z
d0eb2f4e-f78e-5227-b748-f0397f00dab2,aec6fe0a-e940-526d-972c-266af581203e,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000023,PARTY-SYN-000852,payment,completed,9342.50,BDT,2026-06-26T09:34:00Z,2026-06-26T09:36:00Z,2026-06-26T09:36:00Z
ffdbb45f-f219-57c6-8770-c223ec30ea02,fff2873b-2610-5a37-baa4-c46bda7df9d9,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000024,PARTY-SYN-000889,payment,completed,12438.25,BDT,2026-06-26T11:41:00Z,2026-06-26T11:43:00Z,2026-06-26T11:43:00Z
8eed50ec-19cc-5678-affc-f8b87fb01179,d97d32a1-ed39-57b9-9215-305ae8713cb9,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000025,PARTY-SYN-000026,payment,failed,5258.50,BDT,2026-06-26T13:48:00Z,2026-06-26T13:50:00Z,2026-06-26T13:50:00Z
4baebc73-5648-56a9-b726-5a8a7ff3bb38,1beb9abb-8d4e-5c85-ac74-6488239d04ea,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000026,PARTY-SYN-000063,payment,completed,1500.25,BDT,2026-06-26T14:55:00Z,2026-06-26T14:57:00Z,2026-06-26T14:57:00Z
f65e4b47-bb27-5af3-9c53-de9e0bac209e,43abbdef-8fe7-5f85-b05f-ed3f52b5327a,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-BKASH-SYN-000027,PARTY-SYN-000100,cash_out,completed,10496.50,BDT,2026-06-26T15:02:00Z,2026-06-26T15:04:00Z,2026-06-26T15:04:00Z
55301602-7d38-55a2-a2d4-1c97f6628f3f,4105340a-cf12-529d-82e3-013f22b232b7,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000028,PARTY-SYN-000137,cash_out,completed,9656.25,BDT,2026-06-26T01:01:00Z,2026-06-26T01:03:00Z,2026-06-26T01:03:00Z
4a3d0ef4-14bc-51d6-82c1-bb9325f6d3b5,355fcc5c-bd7e-5632-b86c-431f58ff1f79,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000029,PARTY-SYN-000174,payment,completed,8821.25,BDT,2026-06-26T03:08:00Z,2026-06-26T03:10:00Z,2026-06-26T03:10:00Z
6e71011b-37b9-5b22-9e7f-3babd1df0e79,dfb46c02-1a59-5e97-8f48-98729e647393,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000030,PARTY-SYN-000211,payment,completed,15847.75,BDT,2026-06-26T05:15:00Z,2026-06-26T05:17:00Z,2026-06-26T05:17:00Z
240dd778-bceb-5710-947c-70f172575cb9,304aa64a-6416-5f19-8760-28132c2764d3,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000031,PARTY-SYN-000248,payment,completed,20787.00,BDT,2026-06-26T07:22:00Z,2026-06-26T07:24:00Z,2026-06-26T07:24:00Z
6e20aa7e-c4c4-5ecd-8548-9592d0cde924,064a1176-98d9-5b8a-84a4-4969293d5319,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000032,PARTY-SYN-000285,payment,completed,7089.75,BDT,2026-06-26T09:29:00Z,2026-06-26T09:31:00Z,2026-06-26T09:31:00Z
cbfb3ce8-2da0-5a85-ba81-28a1b6c8cc04,7f6fb38d-6a44-5920-9b31-07afd9ca721f,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000033,PARTY-SYN-000322,refund,completed,2000.50,BDT,2026-06-26T11:36:00Z,2026-06-26T11:38:00Z,2026-06-26T11:38:00Z
a7338f67-e5e1-5f18-aa8f-eb252ad218cf,24735683-d24f-52be-b778-5bfb5b7c7c0b,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000034,PARTY-SYN-000359,cash_out,completed,5000.25,BDT,2026-06-26T13:43:00Z,2026-06-26T13:45:00Z,2026-06-26T13:45:00Z
076f4f1d-5100-51c2-aeda-70c9602ef3f0,d6356abb-4410-5968-9557-1a3450c8ade6,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000035,PARTY-SYN-000396,payment,completed,6488.75,BDT,2026-06-26T14:50:00Z,2026-06-26T14:52:00Z,2026-06-26T14:52:00Z
6ca9e40f-c04c-5f3b-bb43-ee8b866ff194,e9fe3c0a-3ce1-5c90-ab39-d2757b5fa364,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000036,PARTY-SYN-000433,payment,completed,10615.75,BDT,2026-06-26T15:57:00Z,2026-06-26T15:59:00Z,2026-06-26T15:59:00Z
40029699-337a-5fa6-9fdf-d0850b12cd93,09c74b52-9dc0-5d3d-874c-c94123484855,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000037,PARTY-SYN-000470,payment,completed,10143.75,BDT,2026-06-26T01:04:00Z,2026-06-26T01:06:00Z,2026-06-26T01:06:00Z
c9b54907-5b18-5ac8-b38c-d0c7127da71b,eb01ec91-a9ff-5e22-8dbb-d693d6aa6d1e,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000038,PARTY-SYN-000507,payment,completed,5000.25,BDT,2026-06-26T03:11:00Z,2026-06-26T03:13:00Z,2026-06-26T03:13:00Z
355a83c4-776b-5c2a-93b5-813d32f2ec1a,d18ab2d2-4dc2-5829-90fd-cd03c21f07e7,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000039,PARTY-SYN-000544,payment,completed,500.50,BDT,2026-06-26T05:18:00Z,2026-06-26T05:20:00Z,2026-06-26T05:20:00Z
f3d6c2a8-2bed-5601-9171-ce2478565dd9,10fa41f0-4045-5839-acaa-d301002317ea,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000040,PARTY-SYN-000581,payment,failed,8959.00,BDT,2026-06-26T07:25:00Z,2026-06-26T07:27:00Z,2026-06-26T07:27:00Z
f0a1a411-3444-5459-9c2a-a07dc5a585e7,2237bc7b-316a-5b04-9863-0f917fbc74e9,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000041,PARTY-SYN-000618,cash_out,completed,1500.00,BDT,2026-06-26T09:32:00Z,2026-06-26T09:34:00Z,2026-06-26T09:34:00Z
d8e6d7f8-99a4-5ab2-a382-8667bb80f944,8292fcfd-335d-5034-83c4-aaa1254e5c84,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000042,PARTY-SYN-000655,cash_out,completed,15478.00,BDT,2026-06-26T11:39:00Z,2026-06-26T11:41:00Z,2026-06-26T11:41:00Z
a74b2e1a-da94-5e14-872a-630c24643ae9,16ae64a4-027a-5654-a569-3503b7f2bdf3,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000043,PARTY-SYN-000692,cash_out,pending,2000.25,BDT,2026-06-26T13:46:00Z,2026-06-26T13:48:00Z,2026-06-26T13:48:00Z
90a59284-5ab6-5765-987c-2b9c5914d697,86c3ca91-2fa2-5e0e-aa7a-ccd4cf4a4703,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000044,PARTY-SYN-000729,cash_out,completed,18054.75,BDT,2026-06-26T14:53:00Z,2026-06-26T14:55:00Z,2026-06-26T14:55:00Z
5b3e7164-744c-5759-b2ff-6d0e5c1e42c9,7c80204d-d530-55eb-98a3-de55c1657fc0,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000045,PARTY-SYN-000766,cash_out,completed,6244.75,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,2026-06-26T15:02:00Z
48a98744-6a45-5071-a53c-0ecfd9acf5e5,c971644d-79ce-5b06-94ad-ce00f9b58bc6,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000046,PARTY-SYN-000803,adjustment,completed,23041.50,BDT,2026-06-26T01:07:00Z,2026-06-26T01:09:00Z,2026-06-26T01:09:00Z
2711243b-1f1c-5d3a-81dc-2485bdefee4b,954b6d9e-d0ad-5a45-85bc-849afd7aa66b,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000047,PARTY-SYN-000840,payment,completed,1000.00,BDT,2026-06-26T03:14:00Z,2026-06-26T03:16:00Z,2026-06-26T03:16:00Z
c32a5043-bd80-55b3-92af-9aa28a7db63a,6be67ef1-bad0-5e8b-b495-25e241fe78fb,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000048,PARTY-SYN-000877,cash_in,completed,500.00,BDT,2026-06-26T05:21:00Z,2026-06-26T05:23:00Z,2026-06-26T05:23:00Z
7b4ec400-bb00-5b2a-b584-69d40b43327b,950464e3-65b7-5fcb-98d1-31b30e3fdbe6,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000049,PARTY-SYN-000014,refund,completed,1500.00,BDT,2026-06-26T07:28:00Z,2026-06-26T07:30:00Z,2026-06-26T07:30:00Z
7cd31f57-5011-5446-9740-3d2e7a21f899,a8f103db-35a9-5a6e-9171-6656d92d3956,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000050,PARTY-SYN-000051,cash_out,completed,500.25,BDT,2026-06-26T09:35:00Z,2026-06-26T09:37:00Z,2026-06-26T09:37:00Z
dd6cc73b-b4b5-5e27-bf2c-bb9f0c61639d,d10fd750-bf24-574b-ac23-e7663754d56a,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000051,PARTY-SYN-000088,cash_out,completed,8026.25,BDT,2026-06-26T11:42:00Z,2026-06-26T11:44:00Z,2026-06-26T11:44:00Z
8d96f15c-8623-51a6-87bc-bfe7b7d07b6d,9d28a4a1-29ac-5171-8b4e-93e4f765ec2b,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000052,PARTY-SYN-000125,cash_in,completed,18690.25,BDT,2026-06-26T13:49:00Z,2026-06-26T13:51:00Z,2026-06-26T13:51:00Z
917848e1-f622-5c39-b520-ecf07d17aaf0,682c0a72-3efd-5456-b7f5-eab2b60ac418,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000053,PARTY-SYN-000162,payment,completed,1500.25,BDT,2026-06-26T14:56:00Z,2026-06-26T14:58:00Z,2026-06-26T14:58:00Z
f732423e-a60d-5651-bd4e-b76f9a89ee6d,9840a084-2ad9-5935-92c0-bb521b0d9e35,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-NAGAD-SYN-000054,PARTY-SYN-000199,cash_in,failed,23892.50,BDT,2026-06-26T15:03:00Z,2026-06-26T15:05:00Z,2026-06-26T15:05:00Z
306f896d-bd18-5def-a4bd-2a202ff22a15,d55780fe-5fe7-594f-a1c6-1853b84a3981,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-ROCKET-SYN-000055,PARTY-SYN-000236,payment,failed,2000.50,BDT,2026-06-26T01:02:00Z,2026-06-26T01:04:00Z,2026-06-26T01:04:00Z
82c199e1-e533-5b45-833a-11cbe25e4937,c2efd910-5741-556f-9da9-2143f417360e,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,TXN-ROCKET-SYN-000056,PARTY-SYN-000273,refund,completed,17500.00,BDT,2026-06-26T03:09:00Z,2026-06-26T03:11:00Z,2026-06-26T03:11:00Z
